ItemNum,ItemStem_Text,Answer__A,Answer__B,Answer__C,Answer__D,Answer__E,Answer__F,Answer__G,Answer__H,Answer__I,Answer__J,Answer_Key,Answer_Text,ItemType,EXAM,Difficulty,Response_Time
360,"A cohort study is conducted to compare the incidence of adverse effects of a recently approved antihypertensive pharmacotherapy with that of conventional therapy. A total of 20,000Â patients are enrolled. Twelve thousand are prescribed the recently approved therapy, and 8,000Â are prescribed conventional therapy. Patients in the study and control groups are matched for baseline blood pressure, age, and gender. Data are collected from the records of the patients' ongoing clinical care. Results show that those receiving the newly approved treatment have twice the incidence of fatigue compared with those receiving the conventional treatment. The results are statistically significant (p=0.01). Which of the following potential flaws is most likely to invalidate this study?",Publication bias,Selection bias,Type I error,Type II error,,,,,,,B,Selection bias,Text,STEP 2,1.08,111.48
381,"A 3-week-old boy is brought to the physician by his mother because of a 5-day history of yellow eyes and skin and white stools. Pregnancy and delivery were uncomplicated. The patient's temperature is 37.1Â°C (98.8Â°F), pulse is 160/min, respirations are 40/min, and blood pressure is 85/50 mm Hg. Examination shows diffuse jaundice. Cardiopulmonary examination shows no abnormalities. The abdomen is nontender. The liver edge is palpated 4 cm below the right costal margin. The spleen tip is palpated 3 cm below the left costal margin. Laboratory studies show: Leukocyte count 10,000/mm3 Serum Â  â€ƒBilirubin, total 16 mg/dL â€ƒâ€ƒDirect 12 mg/dL â€ƒAST 800 U/L â€ƒALT 500 U/L â€ƒAmylase 100 U/LWhich of the following is the most appropriate next step in diagnosis?",Air-contrast enema,Ultrasonography of the abdomen,Upper gastrointestinal series,Colonoscopy,Esophagogastroduodenoscopy,,,,,,B,Ultrasonography of the abdomen,Text,STEP 2,0.12,76.95
581,"A 38-year-old woman, gravidaÂ 3, paraÂ 2, at approximately 36Â weeks' gestation, comes to the emergency department because of a 4-hour history of contractions. She has received no prenatal care but reports two uncomplicated vaginal deliveries 5Â and 8Â years ago. She is in mild distress because of pain that she rates as a 7Â on a 10-point scale. Abdominal examination is consistent with a uterus at full term. Ultrasonography shows oligohydramnios and a full-term fetus with a large left kidney and an empty right renal fossa. It is most appropriate to obtain specific additional history regarding maternal use of which of the following during pregnancy?",ACE inhibitors,Antiepileptic drugs,Marijuana,Oral contraceptives,Stimulants,,,,,,A,ACE inhibitors,Text,STEP 1,0.12,58.94
109,"Four days after undergoing open reduction and internal fixation of a fracture of the right femur sustained in a motor vehicle collision, a 47-year-old man continues to have agitation and confusion despite treatment with haloperidol. He has mild hypertension. Other medications include acetaminophen, atenolol, and prophylactic subcutaneous heparin. His temperature is 37.2Â°C (99Â°F), pulse is 98/min, respirations are 24/min, and blood pressure is 168/98 mm Hg. During the examination, he is uncooperative and refuses to answer questions. Neurologic examination shows tremulousness and no focal findings. He is oriented to person but not to place or time. A CT scan of the head shows no abnormalities. Which of the following is the most likely cause of these findings?",Adverse effect of medication,Alcohol withdrawal,Fat emboli,Sepsis,Subdural hematoma,,,,,,B,Alcohol withdrawal,Text,STEP 2,0.3,74.88
118,"A 32-year-old woman, gravida 4, para 4, comes to the office 1 week after an uncomplicated vaginal delivery of a 3020-g (6-lb 11-oz) term female newborn. She has been breast-feeding her daughter since birth. The patient says that she cries frequently for no reason, is irritable, and is worried about her infant's long-term health. The patient reports having no appetite. She says that her husband and mother say that she is depressed and think she is anorexic. She has not had auditory hallucinations, confusion, or disorientation. She denies suicidal or homicidal ideation. She has a history of postpartum psychosis following the birth of her first child; she had no similar symptoms after the births of her second and third children. Which of the following factors in this patient's history most strongly indicates a poor prognosis?",Anorexia,Depressed mood,History of psychosis,Multiparity,,,,,,,C,History of psychosis,Text,STEP 3,0.16,57.82
345,"A 3-week-old girl delivered at term with no complications is brought to the physician by her mother because of a 1-week history of yellow eyes and skin, tan-colored stools, and dark brown urine. The newborn has been breast-feeding without difficulty. She is alert and appears to be in no distress. She is at the 50th percentile for length and weight. Physical examination shows scleral icterus and jaundice. There is mild hepatomegaly; the spleen is not palpable. Laboratory studies show: Hemoglobin 14.4 g/dL Hematocrit 43% Leukocyte count 8000/mm3 Serum Â  â€ƒAlbumin 3.5 g/dL â€ƒBilirubin, total 14 mg/dL â€ƒâ€ƒDirect 12.5 mg/dL â€ƒAST 50 U/L â€ƒALT 45 U/LWhich of the following is the most likely diagnosis?",Biliary atresia,"Crigler-Najjar syndrome, type I",Gilbert syndrome,Hemolytic disease of the newborn,Physiologic jaundice,,,,,,A,Biliary atresia,Text,STEP 1,0.62,117.94
647,"A previously healthy 20-year-old woman, who is a sophomore in college, is brought to the emergency department by her roommates because of an 8-hour history of weakness and vomiting blood and a 2-day history of dizziness. She has no history of similar symptoms. She says she overeats in response to the stress of her classes. She induces vomiting after consuming a significant amount of food because she feels ""too full"" and ""out of control.""  She now vomits almost daily. She feels she is slightly overweight. She is physically active and exercises moderately two to three times weekly. She does not use laxatives or diuretics. She has many friends and enjoys going out socially. She takes no medications. She drinks three to four beers on weekends and does not use illicit drugs. She appears uncomfortable and is tearful and mildly diaphoretic. She is 157 cm (5 ft 2 in) tall and weighs 59 kg (130 lb); BMI is 24 kg/m2. Temperature is 37.5Â°C (99.5Â°F), pulse is 115/min and regular, and blood pressure is 100/68 mm Hg. Examination shows tender parotid glands bilaterally and poor dentition. Results of laboratory studies are most likely to show which of the following in this patient?",Decreased decreased decreased,Decreased decreased increased,Decreased increased decreased,Increased decreased increased,Increased increased decreased,Increased increased increased,,,,,B,Decreased decreased increased,Text,STEP 2,0.24,71.13
49,"A 30-year-old woman comes to the physician because of intermittent throbbing headaches, sweating, and pallor over the past 3 months. She has had several blood pressure measurements that fluctuate from 110/80 mm Hg to 160/108 mm Hg. Her pulse is 100/min, and blood pressure now is 138/88 mm Hg. Serum studies show: Na+ 140 mEq/L Clâˆ’ 110 mEq/L K+ 4.5 mEq/L HCO3âˆ’ 26 mEq/L Urea nitrogen 14 mg/dL Creatinine 1 mg/dLWhich of the following is the most likely location of the abnormality?",Adrenal cortex,Adrenal medulla,Aorta,Renal arterioles,Renal glomeruli,Thyroid gland,,,,,B,Adrenal medulla,Text,STEP 2,0.54,78.15
397,"A 42-year-old woman comes to the physician because of a 1-month history of moderate constant abdominal pain. She was evaluated in the emergency department 6 weeks ago for renal calculi and was told that her serum calcium concentration was increased. She has labile hypertension treated with hydrochlorothiazide and enalapril. Two brothers have hyperparathyroidism, and one sister has an adrenal tumor. The patient's temperature is 37.0Â°C (98.6Â°F), pulse is 80/min, respirations are 12/min, and blood pressure is 182/98 mm Hg. Funduscopic examination shows arteriovenous nicking. There is mild, diffuse tenderness to palpation of the abdomen. The remainder of the examination shows no abnormalities. Serum calcium concentration is 13.2 mg/dL. Urine metanephrine concentration is 4000 Î¼g/24 h (N=140â€“785). This patient is most likely at risk for which of the following conditions?",Carcinoid syndrome,Chronic autoimmune (Hashimoto) thyroiditis,Familial hypocalciuric hypercalcemia,Medullary thyroid carcinoma,Parathyroid carcinoma,,,,,,D,Medullary thyroid carcinoma,Text,STEP 2,0.26,95.92
175,"A previously healthy 19-year-old college student comes to student health services 24 hours after the onset of headache, stiff neck, and sensitivity to light. She does not recall any sick contacts. She had chickenpox at the age of 7 years. Her most recent examination 1 year ago included PPD skin testing and showed no abnormalities. She takes a daily multivitamin and an herbal weight-loss preparation. She received all appropriate immunizations during childhood but has not received any since then. She does not smoke, drink alcohol, or use illicit drugs. There is no family history of serious illness. She appears lethargic. Her temperature is 39.1Â°C (102.4Â°F), pulse is 112/min, respirations are 20/min, and blood pressure is 100/68 mm Hg. Examination shows diffuse petechiae. Kernig and Brudzinski signs are present. The remainder of the examination shows no abnormalities. A lumbar puncture is performed. Cerebrospinal fluid (CSF) analysis shows numerous segmented neutrophils and a decreased glucose concentration. A Gram stain of the CSF shows gram-negative cocci. Which of the following is the most appropriate pharmacotherapy?",Ceftriaxone,Clindamycin,Erythromycin,Metronidazole,Vancomycin,,,,,,A,Ceftriaxone,Text,STEP 2,0.12,59.09
119,"A 52-year-old man is admitted to the hospital because of severe dyspnea and cough productive of tenacious, brownish-yellow sputum for the past 3Â weeks. He has a 15-year career history of sandblasting old buildings. He has smoked two packs of cigarettes daily for the past 30Â years. The patient is 168Â cm (5Â ftÂ 6Â in) tall and weighs 59Â kg (130Â lb); BMI is 21Â kg/m2. Vital signs are temperature 36.8Â°C (98.2Â°F), pulse 94/min, and blood pressure 150/92Â mmÂ Hg. Pulse oximetry on room air shows an oxygen saturation ofÂ 70%. On physical examination he is in moderately severe distress with pursed lips and cyanotic nail beds. Chest has an increased anteroposterior diameter. Auscultation of the chest discloses scattered wheezes and rhonchi over all lung fields. Cardiac examination discloses muffled heart sounds and an S4. Fingers are clubbed. Chest x-ray shows hyperinflated lungs, flattened diaphragm, large, irregular opacities in the upper lobes, and eggshell calcifications of the hilar lymph nodes. In addition to antibiotic therapy, which of the following is the most appropriate intervention?",Azathioprine therapy,Bronchoscopy,Continuous humidified oxygen,Nocturnal continuous positive airway pressure (CPAP),Referral for lung reduction,,,,,,C,Continuous humidified oxygen,Text,STEP 3,0.8,94.04
652,"A 30-year-old woman comes to the officeÂ because of a 4-day history of an increasingly severe, painful rash over her body and in her mouth. The rash began over her trunk area butÂ spread within a day to her face and extremities. TwoÂ days before development of the rash, she hadÂ flu-like symptoms with muscle aches and fatigue as well as a nonproductive cough, sore throat, and runny nose. Ten days ago, she began treatment with trimethoprim-sulfamethoxazole for a urinary tract infection; she takes no other medications. Temperature is 39.0Â°C (102.2Â°F), pulse is 120/min, respirations are 25/min, and blood pressure is 165/105 mm Hg. Physical examination shows diffuse brownish red macular exanthema with bullous lesions. Epidermis at an uninvolved site can be removed with mild tangential pressure. Examination of a biopsy specimen of one of the lesions shows necrosis of keratinocytes throughout the epidermis. There is minimal lymphocytic infiltration within the superficial dermis. Which of the following is the most likely diagnosis?",Erythema multiforme,Linear IgA bullous dermatosis,Pemphigus vulgaris,Staphylococcal scalded skin syndrome,Toxic epidermal necrolysis,,,,,,E,Toxic epidermal necrolysis,Text,STEP 1,0.34,123.03
528,"A 32-year-old woman is brought to the emergency department immediately after being involved in a motor vehicle collision. She was the unrestrained driver. On arrival, she says she has severe pain in her right groin. On examination, any movement of the right hip produces pain. An x-ray of the pelvis shows a completely displaced fracture of the femoral neck. In addition to intravenous morphine, which of the following is the most appropriate management?",Bed rest,Closed reduction followed by traction,Hip spica hinge brace,Limited weight bearing with use of crutches,Operative reduction and internal fixation,,,,,,E,Operative reduction and internal fixation,Text,STEP 2,0.1,45.78
64,"A 5-year-old boy is brought to the physician because of a 2-day history of fever and painful swelling of the left ankle.  He has had recurrent cervical lymphadenitis and pneumonia since infancy.  Two years ago, a culture from an abscess in the cervical region grew Staphylococcus aureus.  His temperature is 38Â°C (100.4Â°F).  Examination shows a tender, erythematous, edematous left ankle; there is point tenderness over the medial malleolus.  A bone scan shows increased uptake in the left lower tibial metaphysis.  Culture of bone aspirate grows Serratia marcescens.  Nitroblue tetrazolium test shows no color change.  Which of the following is the most likely mechanism for these findings?",Adenosine deaminase deficiency,Consumption of complement,Defective opsonization,Destruction of CD4+ T lymphocytes,Developmental arrest of maturation of B lymphocytes,Dysmorphogenesis of the third and fourth pharyngeal pouches,Impaired chemotaxis,Impaired phagocytic oxidative metabolism,,,H,Impaired phagocytic oxidative metabolism,Text,STEP 2,0.66,87.8
486,"A new drug, Drug X, is being investigated to determine its pharmacokinetic properties in humans. A male participant who weighs 85 kg (187 lb) with 50 L of total body water begins treatment with an intravenous infusion of Drug X at the rate of 100 mg/h. This drug is known to distribute in total body water. The plasma concentrations of the drug are measured. Results show that the steady-state plasma concentration of Drug X is 50 mg/L. Based on this information, which of the following is the clearance rate of this drug in this man?",20 mg/h,100 mg/h,0.22 L/h,2 L/h,22 L/h,,,,,,D,2 L/h,Text,STEP 1,0.62,257.8
101,"A 22-year-old man is brought to the emergency department 30 minutes after he sustained a gunshot wound to the abdomen.  His pulse is 120/min, respirations are 28/min, and blood pressure is 70/40 mm Hg.  Breath sounds are normal on the right and decreased on the left.  Abdominal examination shows an entrance wound in the left upper quadrant at the midclavicular line below the left costal margin.  There is an exit wound laterally in the left axillary line at the 4th rib.  Intravenous fluid resuscitation is begun.  Which of the following is the most appropriate next step in management?",Upright x-ray of the chest,CT scan of the chest,Intubation and mechanical ventilation,Peritoneal lavage,Left tube thoracostomy,,,,,,E,Left tube thoracostomy,Text,STEP 2,0.5,97.65
86,"During an experiment, drug X is added to a muscle bath containing a strip of guinea pig intestinal smooth muscle. Agonists are added to the bath, and the resultant effects on muscle tension are shown in the table. Agonist Muscle Tension Before Drug X (g) Muscle Tension After Drug X (g) Vehicle 6.0 6.1 Acetylcholine 11.3 18.5 Norepinephrine 4.1 4.2Which of the following types of drugs is most likely to produce effects most similar to those of drug X?",Î±1-Adrenergic antagonist,Î²-Adrenergic antagonist,Cholinesterase inhibitor,Monoamine oxidase inhibitor,Muscarinic antagonist,,,,,,C,Cholinesterase inhibitor,Text,STEP 1,0.16,93.35
395,"A 22-year-old man is brought to the emergency department 15 minutes after diving off a pier into shallow water, striking his forehead on the bottom of the pond. He says that he felt immediate pain in his neck and then lost all ability to move or feel his legs. Physical examination shows that all muscle function above the level of the injury is preserved. A lateral x-ray of the cervical spine is shown. Which of the following functions is most likely spared in this patient?",Elbow extension,Elbow flexion,Finger abduction,Thumb abduction,Wrist flexion,,,,,,B,Elbow flexion,PIX,STEP 1,0.66,126.73
276,A 55-year-old man is brought to the emergency department because of shortness of breath and confusion for 4 hours. He has hypertension and chronic kidney disease requiring hemodialysis. An ECG shows low voltage with electrical alternans. Physical examination is most likely to show which of the following findings?,85/60 120 increased increased,85/60 120 increased normal,85/60 120 normal normal,120/80 80 increased increased,120/80 80 normal  increased,120/80 80 normal normal,,,,,A,85/60 120 increased increased,Text,STEP 1,0.68,120.64
520,"A 40-year-old divorced woman comes to the office because of a 1-year history of difficulty sleeping. She says she sometimes does not fall asleep before 2 am and does not feel rested at 6:30 am when she has to get up and get her children ready for school. Sometimes she wakes after 1 to 2 hours of sleep and cannot fall back to sleep. On these occasions, she typically gets up for about 30 minutes, does some housework, and smokes a cigarette. She smokes one pack of cigarettes every three to four days. She works in a customer service call center and says she enjoys helping people resolve their problems. She now finds her job much harder and less enjoyable because she feels tired and sleepy. She says she would take a nap if she could, but she picks her children up as soon as she leaves work and spends the evening doing homework with them, making their dinner, and preparing lunches for the following day. By 9 pm, the children are in bed so she eats her own dinner and does some housework. She says that after 9 pm is when she smokes most of her cigarettes. She has not had depressed mood, excessive worry, or change in weight. Vital signs are within normal limits. Examination shows dark circles under the eyes and injected conjunctivae. Which of the following is the most appropriate initial step in management?",Education on sleep hygiene,Mirtazapine therapy,Sertraline therapy,Setting a date for smoking cessation,Zolpidem therapy,,,,,,A,Education on sleep hygiene,Text,STEP 2,0.26,78.02
533,"A 32-year-old woman comes to the emergency department because of a 1-day history of sharp, right-sided chest pain that worsens with coughing and sneezing. Four days ago, she had a mild sore throat and runny nose followed by nonproductive cough 1 day later. Over-the-counter decongestant and aspirin mildly relieved the symptoms. She has not had shortness of breath, blood-tinged sputum, fever, or chills. She has a long-standing history of recurrent aphthous ulcers. Her only medication is an oral contraceptive. Temperature is 37.2Â°C (99.0Â°F), pulse is 65/min, and respirations are 14/min. Pulse oximetry on room air shows an oxygen saturation of 99%. Splinting is observed over the right hemithorax with deep breathing. On cardiac examination, no abnormalities are heard. The remainder of the examination shows no abnormalities. Chest x-ray shows no abnormalities. Which of the following is the most appropriate next step in management?",Azithromycin therapy,CT angiography,Electrocardiography,Ibuprofen therapy,Prednisone therapy,Transthoracic echocardiography,,,,,D,Ibuprofen therapy,Text,STEP 2,0.68,115.52
330,"A 27-year-old woman comes to the physician because of a 3-year history of chronic diarrhea and intermittent, crampy, lower abdominal pain. The pain is usually relieved with defecation and does not occur at night or interfere with sleep. She says she is frustrated by her symptoms and has stopped traveling because of her frequent, urgent need to use the bathroom. She has no history of serious illness and takes no medications. Her temperature is 37Â°C (98.6Â°F), pulse is 70/min, respirations are 14/min, and blood pressure is 120/80 mm Hg. The lower abdomen is mildly tender to palpation; there is no rebound tenderness or guarding. The remainder of the examination shows no abnormalities. Results of laboratory studies are within the reference ranges. Test of the stool for occult blood is negative. Antigliadin antibodies are not present. Which of the following is the most appropriate pharmacotherapy?",Nefazodone,Nortriptyline,Phenelzine,Sertraline,Venlafaxine,,,,,,B,Nortriptyline,Text,STEP 2,1.36,73.75
113,"A previously healthy 33-year-old woman is brought to the emergency department by the Secret Service for stalking the president of the USA for 2 months. She claims to be married to the president's twin brother and states that the president just had his twin kidnapped to avoid competition. She speaks rapidly and is difficult to interrupt. Her associations are often loose. She says, ""I haven't slept for days, but I won't even try to sleep until my husband is rescued. God has been instructing me to take over the White House. I can't wait to be reunited with my husband. I hear his voice telling me what to do."" When asked about drug use, she says she uses only natural substances. She refuses to permit blood or urine tests, saying, ""I don't have time to wait for the results."" Which of the following is the most likely diagnosis?","Bipolar disorder, manic, with psychotic features",Brief psychotic disorder,Delusional disorder,Psychotic disorder due to general medical condition,Schizophrenia,,,,,,A,"Bipolar disorder, manic, with psychotic features",Text,STEP 1,0.58,102.43
238,"A 49-year-old man, who is recovering in the hospital 2 days after uncomplicated left femoral-popliteal bypass grafting for claudication, has now developed increasing pain in his left foot. Until now, the patient's postoperative course had been unremarkable and he has been treated with low-dose morphine for pain control. Medical history is remarkable for type 2 diabetes mellitus controlled with metformin and diet. Vital signs now are temperature 36.8Â°C (98.2Â°F), pulse 80/min and regular, respirations 20/min, and blood pressure 150/92 mm Hg. The surgical incision appears clean and well approximated without abnormal erythema or swelling. The left lower extremity and foot appear pale. Palpation of the left lower extremity discloses a strong femoral pulse, a weak popliteal pulse, and a cool, pulseless foot. Which of the following is the most appropriate management?",Bedside compartment pressure measurements,Doppler ultrasonography of the left lower extremity,Intra-arterial tissue plasminogen activator (tPA) therapy,Intraoperative angiography,MRA of the left lower extremity,,,,,,D,Intraoperative angiography,Text,STEP 3,1.28,91.85
650,"A 45-year-old woman comes to the office because of a 6-month history of hot flashes, night sweats, and insomnia. She has not had a menstrual period during this time.Â She thinks she is going through menopause and asks the physician if there are any medications that will alleviate her symptoms. Physical examination shows no abnormalities. The result of a urine pregnancy test is negative. The physician explains that hormoneÂ therapy likely will help and explains the risks to the patient. Which of the following is the next most appropriateÂ physician statement?","""Could you tell me your thoughts about the hormone treatment option we have discussed?""","""I have many patients with similar symptoms, and everyone responds to hormone therapy differently.""","""I will give you some written information to review, and then I can answer any remaining questions.""","""If your symptoms are really severe, the risk of hormone therapy may be worth it.â€","""Would you like me to tell you what I think you should do?""",,,,,,A,"""Could you tell me your thoughts about the hormone treatment option we have discussed?""",Text,STEP 1,0.16,65.93
465,"A 20-year-old woman comes to the physician because of a 5-year history of heavy bleeding with menses that often requires her to change her sanitary pads three times hourly. Menses occur at regular 28-day intervals. She recently sustained a minor cut to her finger, and the bleeding took longer to stop than usual. She has not had easy bruising or change in weight. She only takes an oral contraceptive, but she has not been sexually active for the past 6 months. Her temperature is 37.5Â°C (99.5Â°F), pulse is 72/min, respirations are 12/min, and blood pressure is 120/66 mm Hg. Physical examination shows mildly pale conjunctivae. Pelvic examination shows no abnormalities. Laboratory studies show: Hemoglobin 10.5 g/dL Hematocrit 31.3% Mean corpuscular hemoglobin concentration 28% Hb/cell Mean corpuscular volume 70 Î¼m3 Leukocyte count 5500/mm3 Platelet count 275,000/mm3 Platelet aggregation studies normal Prothrombin time 10.5 sec (INR=1.0) Partial thromboplastin time 28 secA Pap smear shows no abnormalities. Which of the following hematologic disorders is the most likely cause of this patient's menorrhagia?",Afibrinogenemia,Hemophilia A,Intravascular coagulation,Vitamin K deficiency,von Willebrand disease,,,,,,E,von Willebrand disease,Text,STEP 1,0.7,170.4
136,"A previously healthy 17-year-old girl comes to the physician because of a 2-month history of exercise-induced cough and nasal congestion. She plays field hockey and has noticed she coughs when running up and down the field. The cough is nonproductive and resolves with rest. She has not had chest pain or palpitations. She takes no medications and does not smoke. Her sister has asthma. The patient appears well. Her pulse is 68/min, respirations are 16/min, and blood pressure is 100/75 mm Hg. Pulse oximetry on room air shows an oxygen saturation of 99%. Cardiopulmonary examination shows no abnormalities. An x-ray of the chest shows no abnormalities. Spirometry shows an FEV1:FVC ratio of 90% and an FEV1 of 90% of predicted. Which of the following is the most likely diagnosis?",Asthma,Chronic bronchitis,Gastroesophageal reflux disease,Postnasal drip syndrome,Variable endothoracic upper airway obstruction,,,,,,A,Asthma,Text,STEP 2,0.38,70.24
80,"A 15-year-old girl is brought to the physician 3 months after she had a blood pressure of 150/95 mm Hg at a routine examination prior to participation in school sports. She is asymptomatic and has no history of serious illness. Twelve months ago, she was diagnosed with a urinary tract infection and treated with oral trimethoprim-sulfamethoxazole. She currently takes no medications. Subsequent blood pressure measurements on three separate occasions since the last visit have been: 155/94 mm Hg, 145/90 mm Hg, and 150/92 mm Hg. She is at the 50th percentile for height and 95th percentile for weight. Her blood pressure today is 150/90 mm Hg confirmed by a second measurement, pulse is 80/min, and respirations are 12/min. Examination shows no other abnormalities. Her hematocrit is 40%. Urinalysis is within normal limits. Cardiac and renal ultrasonography shows no abnormalities. Which of the following is the most appropriate next step in management?",Exercise and weight reduction program,Measurement of urine catecholamine concentrations,Measurement of urine corticosteroid concentrations,Captopril therapy,Hydrochlorothiazide therapy,,,,,,A,Exercise and weight reduction program,Text,STEP 2,0.7,88.45
296,"A 54-year-old woman, gravida 2, para 2, comes to the office because of a 4-month history of hot flushes that awaken her from sleep on most nights. She also reports increased irritability during this time. She has not had fever, shortness of breath, or cough. She says her appetite has been good and her weight has been stable. Medical history is remarkable for hysterectomy done 5 years ago for symptomatic leiomyomata uteri. The patient takes calcium and vitamin D supplements. She has never smoked cigarettes. She drinks one glass of wine 1 night weekly. She works as a physician. She is 165 cm (5 ft 5 in) tall and weighs 48 kg (106 lb); BMI is 18 kg/m2. Temperature is 37.0Â°C (98.6Â°F), pulse is 66/min, respirations are 12/min, and blood pressure is 108/64 mm Hg. Physical examination discloses no abnormalities. Screening PPD skin test shows 15 mm of induration. Chest x-ray shows densities consistent with granulomata. Which of the following pharmacotherapies is most likely to alleviate this patient's symptoms?",Clonidine,Conjugated estrogen,Fluoxetine,Isoniazid and rifampin,Raloxifene,,,,,,B,Conjugated estrogen,Text,STEP 3,1.04,105.35
147,"A 26-year-old woman is brought to the emergency department 3 hours after ingesting approximately 50 tablets of aspirin in a suicide attempt. She is nauseated, confused, and sleepy. Her pulse is 130/min, respirations are 30/min, and blood pressure is 100/60 mm Hg. Which of the following sets of laboratory values is most likely on evaluation of blood obtained before treatment?",â†‘ â†“ â†‘,â†“ â†“ â†“,â†‘ â†‘ â†“,â†“ â†“ â†‘,â†‘ â†‘ â†‘,,,,,,B,â†“ â†“ â†“,Text,STEP 1,0.54,110.46
70,"A 39-year-old man comes to the physician because of a 6-month history of progressive shortness of breath. He has had a cough productive of white sputum for 2 years. He smoked 1 pack of cigarettes daily for 16 years but quit 10 years ago. He is in mild respiratory distress with pursed lips and a barrel chest; he is using the accessory muscles of respiration. Breath sounds are distant and crackles are present in the lower lung fields bilaterally. Pulmonary function tests show a decreased FEV1:FVC ratio, increased residual volume, and decreased diffusion capacity. An x-ray of the chest shows hyperinflation and hypertranslucency of the lower lobes of both lungs. Which of the following is the most likely diagnosis?",Asthma,Bronchiectasis,Chronic pulmonary fibrosis,Cystic fibrosis,Emphysema,,,,,,E,Emphysema,Text,STEP 1,0.12,68.67
555,"A 26-year-old woman comes to a busy emergency department because of a 2-day history of runny nose. She has no history of major medical illness and takes no medications. Her vital signs are within normal limits. The patient has to wait 6Â hours before she is seen by a physician. She is angry with the staff and says the only reason she had to wait this long is because she does not have insurance. In addition to apologizing to the patient, which of the following is the most appropriate opening remark by the physician?","""It is harsh to suggest that you waited because you donâ€™t have insurance, but how can we help you feel better today?""","""It sounds like you are angry; shall I come back in a few minutes?""","""Our wait time has nothing to do with insurance, so letâ€™s talk about the reason you are here.""","""The reason you waited so long is because we need to triage by severity.""","""Thank you for waiting. How can I help you today?""",,,,,,E,"""Thank you for waiting. How can I help you today?""",Text,STEP 1,0.34,68.81
169,"A previously healthy 32-year-old man is brought to the emergency department after being found unconscious on the floor at his workplace. On arrival, he is obtunded. He is intubated and mechanical ventilation is begun. Examination shows flaccid paralysis on the right. A CT scan of the head shows a large evolving cerebral infarction on the left. Carotid duplex ultrasonography shows dissection of the left carotid artery. After receiving intensive medical care for 6 hours, the patient develops decerebrate posturing and becomes hemodynamically unstable. Vasopressor therapy is begun. A second CT scan of the head shows a massive left hemispheric cerebral infarction with severe edema and herniation. The physician determines that surgical intervention is not indicated because of the patient's poor prognosis. The patient's driver's license indicates that he wishes to be an organ donor. The physician meets with the patient's family and informs them about the patient's prognosis, and they are devastated. During the meeting, they say that they were unaware of his willingness to be an organ donor and agree that he should not receive cardiopulmonary resuscitation. Which of the following is the most appropriate next step with respect to organ donation?",Arrange for the regional organ procurement organization to address the issue with the patient's family,Delay further consideration of the issue until after 24 hours of aggressive care,Delay further consideration of the issue until the family seems ready,Initiate organ donation at this time,,,,,,,A,Arrange for the regional organ procurement organization to address the issue with the patient's family,Text,STEP 2,0.96,104.75
556,"A 15-year-old boy is brought to the emergency department by his parents because of a 2-hour history of confusion and agitation. He also has had fever, headache, stiff neck, and vomiting since he returned from summer camp 2 days ago. His parents say he does not use illicit drugs. On arrival, he is combative and there is evidence of hallucinations. His temperature is 40Â°C (104Â°F), pulse is 80/min, respirations are 17/min, and blood pressure is 100/70Â mmÂ Hg. A lumbar puncture is performed. Results of cerebrospinal fluid analysis show cysts and trophozoites. The most likely portal of pathogen entry into this patient's central nervous system is which of the following?",Cavernous sinus,Facial nerve,Frontal sinus,Mastoid sinus,Olfactory nerve,Trigeminal nerve,,,,,E,Olfactory nerve,Text,STEP 1,1.22,101.99
297,"A 27-year-old nulligravid woman comes to the office because of a 1-month history of daily vaginal bleeding associated with lower abdominal pain and, more recently, shortness of breath. Three days ago, she also developed aching pain of her sternum, which she rates as a 10 on a 10-point scale. During the 6 months prior to her current symptoms, the patient's menstrual periods occurred regularly but were heavy in flow. Her current bleeding has required changing her sanitary pad every 2 hours. Medical history is significant for sickle cell anemia. Medications include hydroxyurea (500 mg daily). The patient appears younger than her stated age. She is 162 cm (5 ft 4 in) tall and weighs 54 kg (120 lb); BMI is 21 kg/m2. Vital signs are temperature 37.7Â°C (99.8Â°F), pulse 99/min, respirations 19/min, and blood pressure 129/79 mm Hg. Auscultation of the chest discloses coarse breath sounds in both lung bases and a grade 2/6 systolic murmur heard best at the second left intercostal space. Results of laboratory studies are shown: Blood â€ƒHematocrit 18.0% â€ƒHemoglobin 5.7 g/dL â€ƒRBC 3.8 million/mm3 â€ƒWBC 3000/mm3 â€ƒReticulocyte count <0.4% of red cellsWhich of the following is the most appropriate management of this patient's sternal pain?",Exchange transfusion,Increased dose of hydroxyurea,Initiation of erythropoietin therapy,Iron supplementation,Transfusion of packed red blood cells,,,,,,E,Transfusion of packed red blood cells,Text,STEP 3,0.82,106.93
421,"A 5-year-old boy is brought to the emergency department because of a 5-day history of right-sided facial droop, difficulty walking, and double vision. During this time, he also has had headache. He appears well developed and well nourished. Vital signs are within normal limits. Examination shows bilateral palsies of the abducens and facial cranial nerves. He has an ataxic gait. MRI of the brain is shown. After discussing the implications of this diagnosis and poor prognosis with the patientâ€™s parents, which of the following is the most appropriate next step in management?",Comfort measures only,"CT scan of the chest, abdomen, and pelvis",Discuss the familyâ€™s goals for the patient,Operative resection of the tumor,Recommendation for participation in an investigational clinical trial,,,,,,C,Discuss the familyâ€™s goals for the patient,PIX,STEP 2,0.12,64.34
